id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
13168,Rapid 4,1999,5.5,2,2,2,2,15,15,Abstract,Abstract Strategy ,Pattern Building,"In this clever kids game, players try to get four marbles in a row by dropping them into holes at the top of a vertical tray much like dropping checkers in Connect Four. This tray, however, is filled with moving levers that shift as the marble drops through them. The marbles then land in a lower tray that is slotted to hold rows of marbles. This lower tray is where you need to align four in a row (vertically, horizontally, or diagonally) to win. So players may drop marbles tactically - to make an alignment, or strategically - to shift the levers for a future drop and/or block an opponent's move.

",http://cf.geekdo-images.com/NMopHluiCDhW0XezhvStqa95Mdw=/fit-in/200x150/pic508629.jpg
13170,Cross Words,1953,5.5,2,0,2,4,0,0,,Word Game ,Chit-Pull SystemTile Placement,"This game is basically Scrabble. It might even be a precursor to the game or a take off on the original game. I'm not sure because on top of having no Publisher or Designer listed on the box, there is no year of publication listed either.

The object is for each player to play out his letters by forming words to the crossword layout.

Some differences from Scrabble are: 

    When you place a word on a square with a star you throw a die and then receive a bonus of 5 or 10 times the die roll. 
    There are no plurals allowed. 
    There are four blank tiles. 
    Words are scored at 5 points per letter. 
    Challenges to words cost 25 points to either player depending on if the challenge was successful or not.




",http://cf.geekdo-images.com/R2rL12EKEtheEh18bn1NNFskJOU=/fit-in/200x150/pic174203.jpg
13171,Tangle,1964,6.33333,3,0,2,4,30,30,Abstract,Abstract Strategy ,Area Enclosure,"From the inside cover:

TANGLE
The Game of Strategy and Capture
For 2,3 or 4 players

Copyright 1964 By SELCHOW  RIGHTER COMPANY, Bay Shore, New York
Made in U.S.A.

Directions for Playing

Introduction
Tangle is a game of pure skill and strategy, there is absolutely no luck or chance involved. All playing pieces are in full view allowing the players to anticipate each strategic move.

Contents:

    1 Playing Board with 93 hexagon (six sided) shapes called Tangle Tiles.
    116 Playing Pieces  29 of each color.
    4 Scoring Keys
    4 Storage Trays
    4 Scoring Rims




Object Of Game:
The object of the game is to have the highest total points when the game ends.

How To Score Points:
1. When a player encloses all six sides of a Tangle Tile with his particular color playing pieces, he has captured that tile and scores points.
2. Tangle playing pieces-values:

    Only the final piece that completes the surrounding of the Tangle Tile counts toward point value and only if all six sides of the Tangle Tile are surrounded by the same color.




3. Each playing piece has its own point value.
Note: There are six shapes from small to large point values are: 1, 2, 3, 4, 4, and 5 points.
4. Tangle Tile values:
The Tangle Tiles on the board also have point values, which are added to the value of the final playing piece that completes the surrounding of a Tangle Tile. These values are as follows:

    Plain Tile  1 point.
    Circular Design Tile  2 points
    Triangular Design Tile  2 points plus double the value of the completing Tangle playing piece.
    Square Design Tile  4 points plus double the value of the completing Tangle playing piece.




The Play:
1. Each players first turn must start with one side of his playing piece touching one of the six sides of the Center Star Tangle Tile.
2. Players alternate turns.
3. All pieces in play must be continuously connected (regardless of color) even when blocking.
4. If a player places a playing piece on the board which does not complete a Tangle Tile his turn ends.
5. A player is entitled to an immediate extra turn for every Tangle Tile he completely surrounds in his own color.
6. Total points are kept on the scoring rim as each Tangle Tile is surrounded.

Conclusion Of Game:
Play is ended when one player has used all his playing pieces or when one player has reached the total of 50 points.

Winner:
The player with the highest total of points when the game ends.

Play For Partners:
Partners sit facing each other. If Green and Blue pieces are on one team, points are scored for that team when tiles are surrounded 1. All in Green, 2. All in Blue, or 3. In Blue and Green.

",http://cf.geekdo-images.com/BZ4KXStUHQ4YY6ChLUhrIb4eQHg=/fit-in/200x150/pic70878.jpg
13173,Klonks & Klones,1981,4.5,4,0,2,4,20,20,,Fantasy Humor Racing ,Roll / Spin and Move,"Race your Klonks to the center of the board to release their Klones and then try to get the Klones home before your opponents do.  Unfortunately the defenseless Klones may be captured by enemy Klonks.

",http://cf.geekdo-images.com/46npBIJd_XW312vaXYnJZfYgLsM=/fit-in/200x150/pic1054836.jpg
13174,The Movie Game,2002,5.25,6,1,2,6,45,45,,Memory Movies / TV / Radio theme Trivia ,Dice RollingMemory,"A selection of 9 different games based around a movie trivia core.  There are team and individual games at three different levels of difficulty so anyone with an interest in movies should be able to play the game, whatever their level of knowledge.  Advertising features Vinnie Jones (UK Football Player) which would be enough to scare most people off!

Contents:

    Booklet containing rules and film credits
    Timer
    6-sided dice
    Scorepad
    Pencil
    Pack of quiz cards.




",http://cf.geekdo-images.com/OuuL6w7DwEuMClMXtO2JrClpINA=/fit-in/200x150/pic53849.jpg
13175,Super Mario Bros.,1992,3.625,8,1.6667,2,4,0,0,,Movies / TV / Radio theme Video Game Theme ,Roll / Spin and Move,"A re-enactment of the original Super Mario Bros. computer games by Nintendo.  Knock down the bricks to get to one of four possible locations for the princess.

This is a different game from Super Mario Bros., evidenced by board layout and appearance.

",http://cf.geekdo-images.com/_dhDoryQ0snTnEYLO4uVbMds4y4=/fit-in/200x150/pic53851.jpg
13176,Ordleken Relax,1969,4,2,0,2,6,0,0,,Card Game Word Game ,Card Drafting,"The object of Relax is to get rid of all the cards in your hand. Each card in the deck has a letter on it, or a wildcard.

One card is turned face up at the start. The next player has to make a word starting with that letter and constructed from the letters on the cards in his hand. The next player's word must start on the last letter of the first player's word, and so on.

The first player to get rid of all cards wins that round. All the other players get a score depending on what cards they have left. Uncommon letters have a low score, common ones have a higher score and wildcards are really expensive. The less points at the end, the better.

The distribution of letters on the cards is weighted for Swedish. On the whole it works well, but the letter h is surprisingly difficult to get rid of. There are very few Swedish words of a reasonable length that have h anywhere but first. On the other hand, h is cheap.

",http://cf.geekdo-images.com/4M5qwsCIXFXkEaNpmDny3a6kmNk=/fit-in/200x150/pic53516.jpg
13177,Chasing Rabbits,1993,4.86667,3,0,2,8,30,30,,Racing ,Roll / Spin and Move,"One day, three Californian surfers, in search of perfect waves, take a shortcut across a farmer's field in their old-woody-surfwagon.  The farmer, sensing a surfer's hunger for the sport, reluctantly grants permission to trespass.  His only request, don't let the rabbits out of the pen - or they'll reproduce and eat my produce.  Well, curiosity doesn't kill the cat here, but it does create a stir, when one surfer inadvertently opens the pen containing the rabbits the farmer had retrieved from his property.  Now, faced with humiliation and banishment from the farm, and their shortcut to good waves, the surfers must catch all the rabbits.

OBJECTIVE: To be the first player to have all his/her rabbits make into (sic) the safety of the brier (sic) patch. Each player always has two moves; rabbits first, and the woody second. (The 'White Die' moves the Rabbits, the 'Blue Die' moves the Woody).

",http://cf.geekdo-images.com/UyNpyXlcNA3CzwhUNRM-j7xBpOA=/fit-in/200x150/pic58884.jpg
13178,Göta kanal-spelet,1982,0,0,0,2,2,0,0,,,Roll / Spin and Move,"Gta kanal-spelet is a normal roll-dice-and-move game, with the addition of sometimes getting to draw an event card.

The game was published on the 150th anniversary of Gta Kanal, a channel running across Sweden.

",http://cf.geekdo-images.com/35xXPQ23I7vt6DyZfqflvr6WZdI=/fit-in/200x150/pic53515.jpg
13179,Stoppa pressarna!,1990,5,5,0,2,12,0,0,,Word Game ,Paper-and-PencilVoting,"In Stoppa pressarna! you create newspaper headlines and then vote for the best one each turn (without knowing who wrote what).

The headlines to write are restricted by two decks of cards. One card from the first deck determines how many words should be in the headline and what the general subject should be (politics, celebrity gossip, scoop, sports, international, etc). The second deck determines what letters should be used.

",http://cf.geekdo-images.com/_jJDAXBlp9jgLNTj7mtR3sUiKqU=/fit-in/200x150/pic173821.jpg
13181,Ordjakt,1950,6.125,4,1,2,6,0,0,,Word Game ,Paper-and-Pencil,"Ordjakt is a word-finding game.

Each turn a letter is selected by pulling one of the cards at random and looking at the reverse side. Then you select a suit and find enough cards from that suit (all alike) so that each player gets one.

On each card there are 15 categories. The players' task is to find one word that starts with the selected letter for each category.

On the box is the text 3:e frgeserien (3rd series of questions), so I assume that this game has earlier editions.

The publishing year of 1950 is a guess, mostly from the general appearance of the game and the fact that is has categories like war criminal and concentration camp.

",http://cf.geekdo-images.com/Cg4ScVrtivmMnjUvEffY_mfw_B8=/fit-in/200x150/pic53517.jpg
13183,Trivial Pursuit Mini Pack: Wild Card,1989,6.07143,7,0,2,16,30,30,,Expansion for Base-game Party Game Trivia ,Roll / Spin and Move,"This Mini or Pocket Pack was made for use with the Trivial Pursuit Pocket Player Set Game but also featured color coded questions for use with the regular Trivial Pursuit games. This set contains 120 questions in miscellaneous categories.

",http://cf.geekdo-images.com/Bwfg_3lJkZZrNsEZ_kZ7sVwtDVY=/fit-in/200x150/pic253564.jpg
13184,Strawberry Shortcake Fun Dough Tea Party Game,2004,2,1,0,2,4,30,30,,,,"From the box back:

Ages 4 and up

Join Strawberry Shortcake and her berry best friends in making strawberry scented Fun Dough desserts. The first friend to make 4 different desserts and bring them to the tea party in the middle of the game board wins. Be careful though as one wrong spin can make you drop a dessert.

Contents:

    Gameboard
    6 Containers of strawberry scented multi-color Fun Dough
    4 Character play pieces
    4 Dessert score cards
    2 Dessert shaper molding trays
    Fun Dough tool
    Spinner




",http://cf.geekdo-images.com/AHHQHU8wCdrAZ4LXPrRSA4fjT3Y=/fit-in/200x150/pic53636.jpg
13185,Cabbage Patch Kids Adoption Game,2004,0,0,0,2,4,30,30,Children's,Children's Game ,Roll / Spin and MoveSet Collection,"From the box back:

Enter the secret Cabbage Patch where the Bunny Bees buzz, sprinkling their magic crystals on the cabbages. Suddenly, all kinds of unique Kids peek out of the cabbages! Sprinkle the magic crystals to see how many spaces you can move. Be the first to adopt and name 6 Cabbage Patch Kids and you will be the winner of the Adoption Game. But be on the lookout for Colonel Casey, the Cabbage Patch delivery Stork. If he gets to the Patch before you do, that special Cabbage Patch Kid will be on its way to someone else's home.

Contents: 

    Game board 
    Instructions
    3 Colonel Casey Tokens
    4 Bunny Bee Pawns
    4 Magical Crystals
    4 Score Cards
    29 Cabbage Patch Kid Tokens




",http://cf.geekdo-images.com/ocEQmNZR82CO0vkdnETzifDeL44=/fit-in/200x150/pic57264.jpg
13186,Knights Kingdom Save the Kingdom Game,2004,3.5,11,1,2,4,30,30,,Action / Dexterity Adventure Collectible Components Dice Fighting Medieval ,MemoryRoll / Spin and Move,"From the box back:
 In the Kingdom of Mercia, Knights compete in Tournaments and follow a strict Code of Honor. When a Dark Knight takes control of the realm, a band of brave, honorable Knights take on a dangerous mission to defeat him. Their quest leads to the Citadel of Orlan. The Knights must overcome four challenges to attain the Heart of the Shield of Ages. Only then will they have the power to face the Dark Knight in a climactic tournament to save the kingdom.

Contents: 

    25 Knight's collectible gaming cards
    29 Lego pieces
    32 Code tokens
    Gameboard
    Arena Tournament Disc
    4 Support stands




",http://cf.geekdo-images.com/bA1wt8CmyXhoYULffUOJ67TV048=/fit-in/200x150/pic53637.jpg
13187,The Very Hungry Caterpillar Game,1993,4.16667,9,1,1,4,10,10,Children's,Animals Children's Game Novel-based ,Co-operative PlayPattern BuildingRoll / Spin and MoveSet Collection,"Based on the children's book of the same name by Eric Carle, Philomel Press.

From the box back:

Match colors and create a beautiful butterfly. Each player has five fruits of matching color and shape.  Play proceeds with a spinner, first player to place all their shapes on the butterfly wins.  Can also be played cooperatively.

This game helps young players to develop color recognition and matching skills as well as important social skills:  taking turns, following rules, and sharing.

This is a different game from the same-named Very Hungry Caterpillar Game, which is made further confusing because both games have very similar box-fronts, using the same picture from the cover of the book.  This game uses a Cootie or Jumbolino mechanism where players must collect pieces based on random rolls/spins.

",http://cf.geekdo-images.com/eGtUlu3fnoyMBxk4AE-hBUgXx1I=/fit-in/200x150/pic53520.jpg
13188,Dragon Tales,2003,5,4,1,2,4,15,15,Children's,Adventure Children's Game Fantasy Movies / TV / Radio theme ,Pattern BuildingRoll / Spin and MoveSingingStorytelling,"Stems from the PBS / Sesame Workshop children's animated television program Dragon Tales.

Spinner used to move on a circular board track.  Some spaces permit choosing one or more puzzle pieces.  If piece is for your character's puzzle, you keep it, otherwise return it to the stack.  First to complete their puzzle wins.

Certain spaces call for story telling or singing.

",http://cf.geekdo-images.com/zv9nuhSWmDlLweMwcrPt9ZcLQRE=/fit-in/200x150/pic53523.jpg
13189,Scooby-doo The Movie Game,2002,4,1,0,2,4,20,20,,Movies / TV / Radio theme ,Roll / Spin and Move,"This game is based on the recent Scooby Doo films. Scooby has been kidnapped, and the players, taking on the rolls of Freddie, Daphne, Velma, and Shaggy, must capture the correct Villain to win. A spinner is used to both tell how many spaces on the board you may move, and how many spaces you may move a villain.

",http://cf.geekdo-images.com/0z0cK8KtOnUYLqmOql0uWEqYRvw=/fit-in/200x150/pic141846.jpg
13190,Spider-Man Web Attack,2003,3.66667,3,1,2,4,30,30,,Action / Dexterity Children's Game Comic Book / Strip ,Roll / Spin and Move,"From the rules:

Travel through the web of the game board and defeat Kraven the Hunter, Green Goblin, Black Cat, and Dr. Octopus. All four villains make up a mini-jigsaw puzzle! Then be the first player to reach the win space in the center of the board!

This game features a plastic wall (about the size of a paper-back novel) that is used for combat. You place the cardboard villain pawn that you are fighting next to the wall and hang a cardboard Spiderman from the top to represent you. Then you push a button that either shoots a cardboard web out of the wall knocking over the villain to indicate that you win the battle, or it knocks the Spiderman off the wall to indicate that you lose the battle.

",http://cf.geekdo-images.com/QvJG1qn6z3Avs0QrXbo5cXOx58k=/fit-in/200x150/pic65536.jpg
13191,Super Quintillions,1980,8.28571,7,4.5,1,6,60,60,Abstract,Abstract Strategy Expansion for Base-game Game System Puzzle ,Tile Placement,"From the publisher's website:

This is the expansion set to Quintillions. It contains an additional 18 non-flat 5-cube pieces (pentacubes). With this expansion you can make even more puzzles and larger game versions become possible. Booklet includes puzzles and games that combine just the 18 expansion pieces and all 30 pieces total.  There is an optional case that stores the pieces from both Quintillions and Super Quintillions in one carry case available from Kadon Enterprises for $50 USD.

Expands:

    Quintillions




",http://cf.geekdo-images.com/opkla6c6rJHm-CpMTNREUshwzaI=/fit-in/200x150/pic66867.jpg
13192,Varsity Gridiron Football,1997,6.14286,7,0,1,2,90,90,,Sports ,,"Varsity Gridiron Football is a stat based College Football Game that began as a basic no frills head to head or solitaire game.

The game now includes a first down chain measurement option, coffin corner kick and many other options to add a little spice and college football flavor.  The excellent solitaire option allows for an auto defense and really allows the player to enjoy the game!  The head to head version is also good going on the time tested tried and true guess the play system to give either the offense or defense control.

QB's, WR's, RB's are all rated to fatigue to prevent overuse.  Team sheets are on good quality card stock rating team Offensive Line, Defensive Line, individual skill positions, individual kickers, punters, KR's and PR's.  All division 1A teams are carded and plenty of past seasons are available!

",http://cf.geekdo-images.com/LWx3Qfr02HEXilD86-I-9KMWAQQ=/fit-in/200x150/pic249060.jpg
13193,Fire As She Bears! (second edition),2003,7.02,15,2.3333,2,10,180,180,Wargames,American Revolutionary War Miniatures Napoleonic Nautical Wargame ,,"Fire As She Bears! - 2nd Edition is a set of wargaming rules for re-fighting naval actions from the age of sail. It is suitable for ship models of all scales from 1:2400 to 1:1200 to 1:900. The game is primarily designed for the Revolutionary  Napoleonic Wars, but with some modifications can be used for earlier eras.

Fire As She Bears! is of easy to moderate complexity. Most of the game's rules are fairly intuitive after you have completed a scenario or two. The emphasis is on fleet actions. Players act as squadron or fleet commanders rather than individual ship captains. Fire As She Bears! allows you to experience the chaos of naval combat without written orders or cumbersome paperwork.

The 2nd Edition rule set is published in PDF and JPG format. There are over 30 pages of rules, numerous tables and sailing charts, 25 pages of full color examples of play, three sample scenarios, over 80 pages of ship record sheets, and an Excel spreadsheet for creating other ship record sheets. Included are the standard rules, as well as, optional rules for Forts, Night Actions, Fog, Fireships, (etc.) and special rules applying only to Frigates and Sloops.

",http://cf.geekdo-images.com/X8LPFhb8YXOhSZq9QXq-TZ4bg4Q=/fit-in/200x150/pic57920.jpg
13194,Das Schneemann Spiel,1986,4.5,14,1,2,4,20,20,Children's,Children's Game Dice ,Dice RollingRoll / Spin and MoveSet Collection,"A game deriving from the evergreen Pachisi scheme. But before the snowmen reach the finish, their 3 parts have to be assembled.

Hurray, it's snowing! Lets build a snowman - quickly roll three snowballs for the bottom, belly and the head. Then add a hat and stick a nose and eyes into it ... and the snowman is ready!

The first player who is able to not only collect three parts of the snowman, but is able to assemble the snowman and be the first to the finish line wins this snowy game.

Ages 4 and up.

",http://cf.geekdo-images.com/745_YqYMUqscHYLrgsEhy_SgCXU=/fit-in/200x150/pic469155.jpg
13195,Buzz Off!,2002,5,2,0,2,4,0,0,,Animals Children's Game Dice ,Dice RollingPattern Recognition,"Buzz Off presents a frolicking game of matching with a twist! Players roll the over-sized Fly Dice and them must be the first to swat a matching Fly Card. The player with the most Fly Cards at the end of the game wins.

",http://cf.geekdo-images.com/apeCRIYdRwXLfNT5csX7OXW4aJY=/fit-in/200x150/pic189518.jpg
13196,Don't Bug Me,1990,6.25,4,0,2,4,20,20,,Children's Game ,,"Race to be the first farmer to grow 8 vegetables. But watch out! Veggie-hungry bugs may gobble up your crop!

Don't Bug Me is a very funny and entertaining family game. The object is to acquire eight veggies (each player picks a different vegetable to grow) which you grow by landing on a garden patch. Be careful, though, because each farmer controls a veggie eating bug that can eat your crop! If you catch a bug you can squash it.

",http://cf.geekdo-images.com/befykeVTasJUaTCeGjKJLtpRqxA=/fit-in/200x150/pic470468.jpg
13197,Stump the Stars,1962,0,0,0,4,10,60,60,,Action / Dexterity Movies / TV / Radio theme Word Game ,Acting,"Stump the Stars is basically a copy of the popular party game Charades, but uses jokes and gag categories rather than the standard titles.

Example: He crossed a carrier pigeon with a porcupine so it could pin the note on the door. This is a faithful adaptation of the television series also known as Pantomime Quiz.

",http://cf.geekdo-images.com/YnMVSkvp-tJb2EJmg2plqBxAqFs=/fit-in/200x150/pic1131076.png
13198,Face the Facts,1961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13199,Missing Links,1964,5,1,0,3,7,0,0,,Deduction Movies / TV / Radio theme ,Storytelling,"Based on the 1963-64 game show, players win money for guessing what words fill in the blanks of a true narrative read by the emcee.

",http://cf.geekdo-images.com/UqXZyitR0ROXhNi3C2TX0GkuZf8=/fit-in/200x150/pic64406.jpg
13200,Vox Pop,1938,5.5,2,0,2,40,0,0,,Movies / TV / Radio theme Trivia ,,"Vox Pop is a quiz game based on a popular man-on-the-street interview radio program. Players answer general knowledge questions according to a random draw. Players decide on the victory conditions before the start of play. Two versions were released.  The original cover shows a yellow lightning bolt on a blue field.  The second (called The New Vox Pop, but only on the question cards inside) features a New York skyline and hosts Parks Johnson and Wally Butterworth on the cover.

",http://cf.geekdo-images.com/qeQPQs5vX1fTSzn2H77gsp-FqYw=/fit-in/200x150/pic119958.jpg
13201,Play Your Hunch,1960,5.5,2,0,2,10,10,10,,Movies / TV / Radio theme Trivia ,,"Based on the 1950s-60s game show, two teams must guess which of the three items pictured is the correct response to a question. First team to get three correct wins.

",http://cf.geekdo-images.com/q7orK04TfppIgvx29jsokWZhNdo=/fit-in/200x150/pic63946.jpg
13202,The Stripey Hole,2004,7,1,1,2,6,120,120,,Humor ,Variable Player Powers,"The Stripey Hole is a board game about a prison escape.

All of the players are prisoners attempting to leave the prison, either by serving out their sentence, or escaping. Prisoners will move around the prison, collecting objects which they can combine with other objects which allow them to attempt escape, either by fooling the guards, bribing the guards, or even tunneling out of the prison, or sneaking out the air ducts. The first prisoner to leave the prison by any means is the winner.

",http://cf.geekdo-images.com/zOj3gry9UBIqqvTcqIKwmKNDRzA=/fit-in/200x150/pic53615.jpg
13204,Exedo,2003,7.875,4,2,2,2,15,15,Abstract,Abstract Strategy ,,"Players use their colored balls (either black or white) to capture colored balls of different values (yellow one point, blue two points, and red three points).  Although a player's main goal is to capture the colored balls, it is possible to capture your opponent's balls through scoring actions.  If a player finds themselves in a position where they cannot move their opponent may still continue to score until either the original player can move again or neither can move.

There are three official alternate scoring methods:  

    Junior - all one balls are one point.  
    Senior - Points are tallied when a player captures the balls of another player.  
    Indigestion - Yellow worth -1.




",http://cf.geekdo-images.com/teKQlbaT5egcqmSSLrc0c63Ldao=/fit-in/200x150/pic212942.jpg
13205,Spelling Bee Bingo,2000,9,1,0,2,6,20,20,,Children's Game Educational Word Game ,Pattern Recognition,"This game helps young children to learn the alphabet and read simple words. Each player takes a bingo card that has two words on it. Letter tiles are drawn from a bee shaped tray and called out. If the letter is on your card you cover it with a chip. The first player to cover all the letters on their card wins. There are also spelling cards that can be used for older players to increase the challenge.

",http://cf.geekdo-images.com/DqNfLqCX1YI6DxRpHCrqtuSMntk=/fit-in/200x150/pic53833.jpg
13206,Menaces Sur Ter,1995,6,3,0,2,6,90,90,,Comic Book / Strip Educational Environmental Horror Industry / Manufacturing Political ,Area EnclosureCo-operative PlayDice RollingTile PlacementVoting,"The environmental police are out to save this kooky Mobius wannabe world (illustrated by Caza).  There are 4 different environmental Monsters that are invading our planet.  They start eating up territories of the wrap around earth.  Players are subject to wind conditions a spinner that controls the movement of pollution.  The rules are fully illustrated and there are scenarios that are set in comic books.  Players are also given missions in comic book form.  This game was sponsored by Unicef and 12 other companies and non profits.

There are tons of fully illustrated tiles, and 12 mission books, plus 12 pamphlets for each of the 4 elements of environmental protection.  This was only released in French.

",http://cf.geekdo-images.com/cIbHkLi6NhYQ2JhuYbvFZknRg88=/fit-in/200x150/pic96439.jpg
13207,Squiggly Worms,1991,3.75714,14,1,2,4,20,20,,Action / Dexterity Children's Game Memory ,MemoryPattern Recognition,"Squiggly Worms features a large plastic apple that contains 20 plastic worms inside of 20 holes. The apple is mechanically operated by pulling a lever (no batteries required). A player pulls the lever which causes the worms to move up and down, popping out of the holes. The player must grab the worms one at a time and check to see if the color on the tail matches one of the color cards in his hand. If it matches he keeps the worm. If it doesn't match he puts it back in the hole. Other players can watch to see what colors are put back in case they need them. When the worms stop moving the player's turn ends. The player with the most color matches wins.

",http://cf.geekdo-images.com/WJgP92GD97CJAFDIZXX-1ZRUErY=/fit-in/200x150/pic94767.jpg
13209,The Wizard of Oz Game,2003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13210,Hentacle,2004,5.5,20,1,2,4,30,30,,Bluffing Card Game Horror Humor Mature / Adult Party Game ,,"Hentacle is a very, very, adult cardgame where the players take on the identity of tentacle monsters and exploit various anime stereotype girls in various unseemly ways.

Taking cues and making fun of such anime staples as Urotsukodoji, Hentacle is a fast paced, fun, point-scoring game where players vie - by being the most depraved, to score the most points.

Re-implemented by:

    Cthentacle




",http://cf.geekdo-images.com/PLGvdWNGCFn_2uVR98NG157SG-M=/fit-in/200x150/pic53592.jpg
