id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
15708,The Muppet Show,1979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15714,Barbie: Guess the Look!,2004,4,1,0,2,2,15,15,,Deduction ,Pattern Building,"From the box:

Guess your friends new look! Makeovers are hot, and you and your friend just got one! Can you guess what she looks like now? Hmmmm. Maybe she has green eyes ...or red hair ...or maybe she's wearing a hat! The first player to guess the others look wins. Be the first to guess each others new look by asking questions and recreating faces in compact mirrors.

The mirrors mentioned are actually easels with blank faces on them. The game comes with facial parts (not unlike a police sketch artist kit). So if your friend answers that she has green eyes, you'd place the green eyes piece onto the blank face etc.

",http://cf.geekdo-images.com/4u4h2pQIFwsDlLN6u3Kd9G_McGs=/fit-in/200x150/pic66154.jpg
15715,Boohbah Get Up & Giggle Game,2004,4,3,1,2,5,2,2,Children's,Children's Game Movies / TV / Radio theme ,ActingRoll / Spin and Move,"This game is based on the children's TV characters. From the box:

You can be Humbah, Zumbah, Zing Zing Zingbah, Jumbah or Jingbah in this colorful get-up-and-move game! Travel around the spiral path and perform silly actions to collect as many tokens as you can. The player with the most tokens at the end is the winner!

",http://cf.geekdo-images.com/kiI5jfOw5BDkxVM8rTObDfgeg_M=/fit-in/200x150/pic66151.jpg
15716,Kup Stax,1995,0,0,0,2,8,10,10,,Action / Dexterity ,Simultaneous Action Selection,"This Hasbro release bills itself as being The Official Cup Stacking game. A team has 3 stacks of cups (the size and shape of typical party cups) that are positioned about 1 foot apart. To begin you must make 3 pyramids, one at a time, with your 3 stacks (2 outer 3-cup pyramids and a central 6-cup one). You must then convert each pyramid back down to the original stacks of cups. The first person to finish down-stacking wins. If a pyramid collapses while it is being built, it must be corrected before moving on to the next. However, if a fumble occurs during the down-stacking process, you may continue to down stack without having to rebuild the pyramid. The game has rules for one-on-one and relay race competition, and also stacking tips. 
 Kup Stax is actually mentioned in the Grade 5 Physical Education Required Curriculum as a way for students to demonstrate perceptual motor efficiency.

Similar to:

    Crazy-Cups




",http://cf.geekdo-images.com/GxJ3Tr23e0ob7a2SIpt4_OUoTlg=/fit-in/200x150/pic464007.jpg
15717,Panzerschlacht Blood and Armor in Hungary October 1944,2005,4.3125,8,0,1,2,360,360,Wargames,Wargame World War II ,Hex-and-Counter,"It depicts the while armor battles around Debrecen and Nyireghaza, Hungary in October 1944 from Oct 9 to 27. During this time, both sides attacked and counterattacked in bloody see-saw battles which saw the Germans destroying three Russian Corps.

This game is an updated version of his game The Last Panzer Victory with completely new rules, better counters and covers the battle depicted in The Last Panzer Victory and the battles that followed(essentially covers more than his earlier game).

276 counters

",http://cf.geekdo-images.com/Rzrgikhw5WxIza3NaQ-W-kHozA0=/fit-in/200x150/pic64993.jpg
15718,Kukla and Ollie Game,1962,0,0,0,2,4,20,20,,Movies / TV / Radio theme Racing ,Area Movement,"This game, based on the Kukla Fran  Ollie TV show, is to be the first player to move all of your playing pieces (representing puppets) into the center area marked ON STAGE. Each player starts with 4 pieces (numbered 1-4) on starting circles. On your turn you may move any 1 of your pieces. A piece may move any direction except backwards, and moves a number of spaces equal to its number (the #3 piece moves 3 spaces). If 2 or more pieces are on the same row, the moving piece gets bonus moves equal to the numbers on all the pieces in that row. If you land on an opponent's piece, you send it back to its start space. Be the first to get all your pieces ON STAGE and you win.

",http://cf.geekdo-images.com/EBG8iP6W7aqwEes5jZFLTcXGhrM=/fit-in/200x150/pic65132.jpg
15719,Lame Duck,1928,4,1,0,2,4,20,20,,Animals Children's Game ,Roll / Spin and Move,"This is an old and simple track game for children. Using a spinner for movement you advance your duck token along the paths trying to reach the Duck Pond. The paths are concentric circles with the Duck Pond in the center. If you land on a Duck In space, you may enter the next circle. If you land on a Strong Duck space, you get another turn. If you land on a Lame Duck space, you get sent back to the next outer circle. The play continues until one player's duck lands by exact count on one of the two spaces in the inner most circle marked Duck Inn who immediately places it in the Duck Pond and wins.

",http://cf.geekdo-images.com/lfKmVqvyKodtehdx7Pqj4CPYFZw=/fit-in/200x150/pic749333.jpg
15720,Sengoku Kassen Emaki,1985,6.125,4,0,2,7,360,360,Wargames,Medieval Wargame ,Area Movement,"This is a Risk style wargame during the Sengoku period of Japan.
Sengoku Kassen Emaki means Picture scroll of Battles in Sengoku period.

",http://cf.geekdo-images.com/gPMBl2K_EqTvmZyoGccZ6_2DcdI=/fit-in/200x150/pic64985.jpg
15723,MetalTalon,2002,5.88,5,2,2,6,30,30,,Fighting Print & Play Space Exploration ,Dice RollingPoint to Point Movement,"MetalTalon is a free game from Invisible City Productions. It is played on a hex like board of circles. The object of the game is get a ship onto the enemy home base or just destroy all of his or her cash reserves.

Ships are made from the initial 26 cents. Each coin that comprises a ship does something different. Each penny allows you to move the ship one space, nickels attack and dimes allow either and reduce damage.

Attacking is simple and is based on a dice roll and distance.

",http://cf.geekdo-images.com/yARLcfAhfb1ulIVAL_8eGglNRpM=/fit-in/200x150/pic153980.jpg
15724,"For the Record: 50's, 60's, & 70's Edition",1997,5.5,6,0,2,4,45,45,,Music Trivia ,,"For the Record is a trivia game for those who like to Rock 'n Roll.  This version (there is also a 80-90's version) is geared towards the classic era of music History: the 50's to the 70's.

As featured on Dick Barley's American Gold radio program, players perform the standard trivia objectives: roll the dice, move your piece, answer the question.  Nothing original in the game play, but the depth of questions make this game solid gold (sorry, bad music pun...)

",http://cf.geekdo-images.com/U79WFXeRQX0fl21BeXIaQ9cXfjA=/fit-in/200x150/pic69881.jpg
15725,Last Out,1997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15726,Rock 'n' Roll Odyssey,1997,4,1,1,2,4,30,30,,Music Trivia ,Roll / Spin and Move,"From the box description:

Rock n Roll Odyssey isnt your typical music trivia game with categories like Classical and Country.  ALL FIVE Rock n Roll Odyssey categories are about the most popular music of the Rock Era.  No more questions about music you know nothing about.

The Categories:
HITS:  Name the artist who recorded the songs.
REMAKES:  Name the original artists, and the artists who recorded remakes of songs.
WONDERS:  Guess what song went the highest on the charts for a One Hit Wonder.
YEARS:  Within two years, guess what year the hit songs peaked on the charts.
GENERAL:  General Rock n Roll questions; most have a clue or multiple choice.

From the instruction sheet:

Object:  Start in 1955, move around the Rock n Roll time line game board by correctly answering questions, and try to be the first to reach the year 2000.
Use 50s,  60s 70s cards while moving around the time lines outer circle, and 70s, 80s, 90s cards while moving around the inner circle.

",http://cf.geekdo-images.com/3KCyVkuo-LGyB85EPHnpkKFwfdc=/fit-in/200x150/pic65055.jpg
15727,Lemonade Stand,1979,2.3,1,0,2,4,20,20,Children's,Children's Game ,Roll / Spin and Move,"In this game, you try to be the first player to sell all the lemonade at your stand. A deck of numbered glasses is dealt evenly to the players. On your turn, you spin the spinner and advance the number of spaces indicated. If you land on a Customer Space, you may place your top glass on it if it is empty, or if the number on your glass is exactly one number above or below the number of the top glass on that space. A Sun Space allows you to place a glass onto any customer space, while a Rain Space just ends your turn. If you land on another player's lemonade stand, you must take a glass from that opponent's pile. If you land on your own lemonade stand, you may give a glass to any player. The first player to run out of glasses is the winner.

",http://cf.geekdo-images.com/iSQqTyQEWUjw9QxuqSrYr3lg9oA=/fit-in/200x150/pic906252.jpg
15728,Magnetic Jack Straws,1920,3.16667,3,0,1,4,20,20,Children's,Action / Dexterity Children's Game ,,"An early variant of Jack Straws dated 1920.  This version uses a thin horseshoe shaped magnet to pick up various garden tools (Axes, rakes, etc.) The garden tools have metal handles.

The game is played by taking all of the garden tools at once and dropping them 2 inches above a table so that they will fall into a random pile.

The objective is to remove a garden tool one at a time without disturbing (moving) any of the other pieces. The player continues to go until he/she inadvertently moves a piece other than the one they were attempting to retrieve, in which case it is the next players turn to go.

Various garden tools have different points:

- Plain straws .... 1
- Bent straws ..... 3
- Square Mauls .... 5
- Mallets ......... 7
- Rakes ........... 10
- Picks ........... 15
- Cooper's Adze ... 17

",http://cf.geekdo-images.com/-Ooh6-zH5SJBmNYOaYnTLLG3Qtg=/fit-in/200x150/pic67916.jpg
15729,Battle of Ballots,1931,4,1,0,2,4,30,30,Abstract,Educational Political ,,"The game board consists of a map of the United States showing each state with a hole for where the capitol city is located.  The board itself is an insert in the game box.

Players take turn drawing a card from a deck which has the name of a state capitol on it. If the player can correctly name the state, they place a peg of their color into the board and count that states electoral votes as theirs.

When all states have been pegged, candidates add up the points to see who won.

(Submitter's note: I just picked this up at a flea market for $2.  At first I thought I was missing 2 cards since there were only 48 until I saw the copyright date and realized there were only 48 states back in 1931!  Whoops...)

",http://cf.geekdo-images.com/2JmwZahrlweMXWfQpTt99U4rr0o=/fit-in/200x150/pic67872.jpg
15730,Letter Loops,1986,0,0,0,2,4,120,120,,Educational Movies / TV / Radio theme Word Game ,Tile Placement,"This is a children's game with a Sesame Street theme that helps teach young players how to read. The game is played using letter Match-Ups - curved Y shaped tiles with letters and pictures on them. Each player takes 4 Match-Ups from the draw pile, and another is placed in the center of the table to start. On your turn, you try to match the color and letters on one of your Match-Ups with the tiles on the table; for example, you might match up a yellow B on one end of your tile to a table tile with a yellow ook forming the word Book. If you cannot make a match, you take a new tile from the draw pile. Because the tiles are curved, as the game progresses large letter loops are formed. Play all your Match-Ups first and win the game.

",http://cf.geekdo-images.com/6p-lFLJDstle-ptpt-LdPkkWQU4=/fit-in/200x150/pic274954.jpg
15733,Lilo & Stitch Ohana Game,2001,5.33333,3,0,2,4,20,20,Children's,Children's Game Movies / TV / Radio theme ,Roll / Spin and Move,"In this children's game, based on the Disney film, players try to bring David, Nani, Lilo and Stitch together as a family. On your turn, you roll the die and move the number of spaces indicated. You then draw a card from the deck that depicts a character. When you land on a Scene space (depicting a scene from the movie), you may trade in David, Nani, and Lilo cards for a puzzle piece. You must turn in a complete set of Jumba, Pleakly, and Grand Councilwoman cards to receive the Stitch puzzle piece. Cobra Bubbles and Captain Gantu cards let you take an extra turn or steal an opponent's card respectively. The first player to land on the Final Scene space with a completed four-piece puzzle (depicting the happy family) wins the game.

",http://cf.geekdo-images.com/FCdl9Nt8JlM0YiXaLkcFqlmN5uY=/fit-in/200x150/pic1276213.jpg
15734,Lincoln Highway,1926,0,0,0,2,6,20,20,,Travel ,Roll / Spin and Move,"The board for this old Parker Brothers game, endorsed by the Automobile Club of America, depicts the Lincoln Highway map routes. Each player receives a Route Ticket showing six cities at five of which each player must stop. On your turn, you roll the dice and advance your token the number indicated. If the sum of the dice will carry you past a city at which you must stop, you can move only the number of spots shown on either one of the dice. The player first reaching the last named city on his or her Tour Ticket is the winner.

As a bonus, the flip side of the board has a standard checker board, and the game comes with a complete set of checkers: two games-in-one.

",http://cf.geekdo-images.com/l-iOR8Vd7Sp0DkPuKkAYomiNR-I=/fit-in/200x150/pic1030971.png
15736,The Camper's Knot Tying Game,1986,4.11538,13,3,1,2,20,20,,Action / Dexterity Card Game Puzzle Real-time ,,"This is more an instruction manual on tying knots than a game. A card is turned over and players race to complete the pictured knot. Who ever ties the knot first is awarded the points listed on the card.

",http://cf.geekdo-images.com/TFB-y1XwAr_TLvD77rnWbrT9K0g=/fit-in/200x150/pic83473.jpg
15739,The Haunting House 3: A Ghost Story,2005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15740,Camissimo,1995,5.5,4,1,2,6,10,10,,Card Game ,Hand Management,"Simple Japanese card game where the first player to discard his/her entire hand wins.  The cards a player may discard depends on the cards the previous player played (either higher or lower).

",http://cf.geekdo-images.com/5gmYWUqIHQLTH8LMq0275goXKyA=/fit-in/200x150/pic65093.jpg
15741,The Little Engine That Could,1977,3,1,0,2,4,20,20,Children's,Children's Game Novel-based Trains ,Roll / Spin and Move,"In this game, based on the famous children's story, you want to be the first player to make three trips over the mountain and deliver your toys, one at a time, to the children in town. Players all move the same Little Engine piece across the board. On your turn, you spin the spinner and advance the Little Engine to the next color space spun. If you spin the color matching your toys, you take another turn. Once the Engine reaches the mountain spaces marked I think I can, players must then spin a color marked I think I can on the spinner to move the Little Engine any further. If at any time you spin the space marked I thought I could! you move the Little Engine, no matter where it is, all the way to town. If you are the player that moves the engine into town, you place one of your toy tokens, on the town space. The Engine is then placed back on the Start space and begins its next run. Be the first player to deliver your three toys to the town and you win the game.

",http://cf.geekdo-images.com/pJ1fLfE0DAf1vhOk76-jyM0_g1c=/fit-in/200x150/pic274605.jpg
15742,Little Folks Picture Cards,1954,0,0,0,2,4,20,20,,Card Game ,Hand Management,"This is rummy type card game for children. The deck consist of 48 picture cards with a letter at the top and bottom of each card. Four cards of the same letter form a complete picture (such as Alice in Wonderland or the Three little Pigs). Each player is dealt eight cards. On your turn, you may either draw from the draw pile or discard pile, and then discard a card from your hand. If you can form a complete picture, you lay it down and may then pick up the discard stack and use it to form as many additional pictures as you can. When any player has taken the discard pile for a second time, the game ends. The player who has made the greatest number of pictures is the winner.

",http://cf.geekdo-images.com/hB0bHH7rvqNqUDLnoCooe9EvmXE=/fit-in/200x150/pic1104055.jpg
15743,Agentenjagd,2001,4.5,18,1,2,5,45,45,,Deduction Spies/Secret Agents ,Card DraftingHand ManagementRoll / Spin and Move,"Agentenjagd or Agent Hunt brings players into a criminal base to  find five stolen top secret airplanes. As spies each player must find the activation code, the flight helmet, the hangar number and the flight plans around the base.   First player to get the planes wins but they must deal with the guards, the other players and the main alarm.

",http://cf.geekdo-images.com/A-5iu1iXdxuluKoHobXHu8URU-c=/fit-in/200x150/pic65146.jpg
15747,National Trash,2000,4.5,10,1,3,6,30,30,,Humor Party Game Word Game ,Storytelling,"National Trash is all about making tabloid-style headlines.  Players vie to be the first to reach the pinnacle of Media Mogul by creating the best, funniest, most sensational headlines, by combining headline-word cards, such as UFO, broccoli, eats, monkey, etc..
Along the way, players gain or lose position on the game board as other players judge their headlines.  Creativity, relevance and outrageousness are rewarded, while a lack of same may cost a player.  Board positions can also be gained or lost by drawing special pits and prizes cards.

",http://cf.geekdo-images.com/su85siuFHKF7JNcckuv1cm4JSAQ=/fit-in/200x150/pic65165.jpg
15748,Blenheim,1977,5.97353,17,3,2,2,120,120,Wargames,Age of Reason Wargame ,Dice RollingHex-and-CounterSimulation,"Blenheim (The Wargamer Magazine #4) is a simulation of the famous battle involving the Duke of Marlborough which took place on August 13, 1704.  The game includes a 16.5 X 11 map, 130 die-cut counters (128 playing pieces, one blank and a game turn marker), and a five page rules booklet with campaign overview by the designer.

",http://cf.geekdo-images.com/JzWo1KmAv74awD5ZjrO0-yk9OJ0=/fit-in/200x150/pic70286.jpg
15749,The Little Mermaid Under the Sea Card Game,1994,2,1,0,2,4,15,15,Children's,Card Game Children's Game Movies / TV / Radio theme ,Hand Management,"This is a children's matching game based on the Disney film. On your turn, you try to match a card from your hand with the top card on the discard pile. Matches are made by the character picture on the card, or by the color in the card's corner. If you cannot make a match, you must draw a card. Ariel cards are wild. Playing an Ursula card forces all your opponents to draw another card. The first player to run out of cards in his or her hand wins.

",http://cf.geekdo-images.com/oBpySFP-n5lJUs_Z6_rOWNHUAdA=/fit-in/200x150/pic183842.jpg
15750,The Little Mermaid,1990,3.84167,12,1.5,2,4,15,15,Children's,Children's Game Fantasy Movies / TV / Radio theme Nautical Novel-based ,Roll / Spin and Move,"This game, based on the Disney film, features a 3-D game board. On your turn, you spin the spinner and advance your fish pawn around the track to the color spun. If you land on an Ariel space, you move the Ariel piece one step up the ocean backdrop (closer to Prince Eric). If you land on a Flotsam and Jetsam space, you are captured and place the the Flotsam and Jetsam piece next to your fish. You will be freed only when another player lands on another Flotsam and Jetsam space and moves them away. The first player to move the Ariel piece onto the top step of the backdrop changes Ariel into a human and wins the game.

",http://cf.geekdo-images.com/YrU0zVkQ42Lhf_Dxb8F7gN7scIo=/fit-in/200x150/pic177800.jpg
15751,"Say ""Cheese!"" The EWOK Picture-Puzzle Card Game",1984,4.5,2,0,1,7,0,0,,Card Game Children's Game Movies / TV / Radio theme Puzzle ,Pattern Building,"Players are dealt cards that together make a picture.  On a player's turn, the top card of the player's stack is drawn and placed next to a previously played card or added to discard stack.  If the latter, it's the next players turn.  Object is to not play the last piece of the puzzle.

",http://cf.geekdo-images.com/T6BUf_ygfE5OvsXqehx8SCodb5o=/fit-in/200x150/pic274662.jpg
15752,Horsepower: 5000  Expansion Set 1 – World Rails,1996,7,1,0,0,0,0,0,,Card Game Economic Expansion for Base-game Trains ,Hand ManagementPick-up and Deliver,"From the cover card:
This set contains 90 High-Resolution Laser Printed Game Cards that you can customize into your own playing deck.  Use your deck to outwit the other players and build an Empire!  Requires a Starter Set or a Deluxe Set to play.

Expands

    Horsepower: 5000 Deluxe Set 1 - Northern Iron




",-1
15753,Teotlatolli: The council of the gods,2005,7,4,1,2,2,45,45,,Ancient Card Game Mythology ,Set Collection,"Teotlatolli is a demanding card game for two players. Representing the antagonistic forces of the Aztec cosmos. In Teotlatolli, both forces try to get other godly beings of the Aztec cosmos on their side. At the end of the game the world faces the end of our age, the 5th sun, the only question is whether the destroying or the creating forces will dominate the coming age. 
Each god's fate is connected to 4 astrological day signs and will follow only that side who reveals this fate (i.e. who collects the correct set of day-sign-cards). 4 of the 20 day-signs are of special relevance and are more powerful than the others. The first player who gets 9 gods on his side wins the game.

",http://cf.geekdo-images.com/83NQ4spLSqieBRwUmt3uLZ1gGT8=/fit-in/200x150/pic65021.jpg
15754,Bookworm,1994,5.5,4,0,2,4,1,1,,Educational Memory Novel-based Trivia ,MemoryRoll / Spin and Move,"The object of Bookworm is to be the first player or team to move your playing piece around the board from A to Z.  However, it requires that you correctly answer questions based on children's literature from many different periods.  While some of the questions seem rather obscure, for a literature lover, this game is a fun test of knowledge.  But it primarily is designed for all ages.

It also is an excellent tool to help young readers, and even non-readers to extract answers from text selections.  You don't have to have read all or any of the books referenced to play.  You don't even have to be a reader, so young children can play too, as long as there is a reader to help them.

",http://cf.geekdo-images.com/WQ-SyaDr_M2_yJ8BFxlEN6ALzoY=/fit-in/200x150/pic65145.jpg
15756,Shadow Sex & Fantasy Maze,1997,1,2,0,2,8,0,0,,Action / Dexterity Exploration Humor Mature / Adult Party Game ,ActingCo-operative PlayHand ManagementPartnerships,"Shadow Sex and the Fantasy Maze is a game in which players use a light source to project their shadows on a wall while fulfilling sexual commands indicated by directives on a game board.  The players must position each other slowly and carefully to achieve the maximum effectiveness of their shadows on the wall.  The end result of this is not only humorous, but leads to longer and more exciting foreplay.

",http://cf.geekdo-images.com/qcz2rLUZ254tETb4BV-kkKMVt10=/fit-in/200x150/pic65272.jpg
15757,Pigtails & Ponytails,1989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15758,Grizzly Adams Save the Animals Adventure Game,1978,0,0,0,2,4,0,0,Children's,Animals Children's Game Movies / TV / Radio theme ,Area MovementPick-up and DeliverRoll / Spin and Move,"Help!  There's danger in the forest.  An unknown hunter has been setting traps and all the animals are caught.  They need Grizzly Adam's help.  You play Grizzly Adams or one of his friends:  Mad Jack, Nakoma or the Indian woman.  Try to rescue as many animals as you can and bring them to their dens.  But watch out!  If you get caught by a trap yourself, you'll have to get Ben or one of the other animals to rescue you.

",http://cf.geekdo-images.com/PuYmdEkX-CQJQB63s-jwoKMEq9g=/fit-in/200x150/pic65270.jpg
15759,Flippin' Flapjacks,1990,3.875,4,0,2,5,0,0,Children's,Children's Game Memory ,MemorySet Collection,"Be the first player to fill your plate with the five flapjacks that match it.  Each player chooses a color plate and places the 20 (28 in Fundex edition) flapjacks color side down.  On your turn, if you turn over your color flapjack, you keep it.  If not, you put it on the flapjack flipper and hit the spatula.  If it lands color side up, that player keeps it.  If not, it gets re-mixed in with the other flapjacks.

",http://cf.geekdo-images.com/2fYaI-LT7K_ibCjYjOCOLXfJK0s=/fit-in/200x150/pic65269.jpg
15760,Why Knot?,1983,6,1,0,2,5,0,0,,Action / Dexterity Puzzle ,Hand ManagementPattern Building,"Here's a game for Boy Scouts, Girl Scouts, and anyone else who might want to tie a knot and play a game.  Teaches basic and complex knots, and develops quickness of mind and hand.  The knot cards range in difficulty from 1 to 5 points.

",http://cf.geekdo-images.com/BiTV0uPtG-swbQGKhUvhDzi3xMU=/fit-in/200x150/pic1089925.jpg
15761,Oh! Fudge,1971,0,0,0,2,4,0,0,,Card Game ,Trick-taking,"An intriguing game that looks like a delicious box of candy.  The game combines the simple basics of bridge and memory and is a hilarious, fast moving game.

",http://cf.geekdo-images.com/z2R9clKjxwLPL-w2mWAUybjehUY=/fit-in/200x150/pic65267.jpg
15762,Body Talk,1970,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15764,Zenn,1978,6.25,8,2.5,2,4,1,1,,Action / Dexterity ,Hand Management,"Zenn  100 Related Games is a game of skill and strategy.  The basic component is a hard plastic, and well made, game board.  The playing pieces are different sized and colored poker chips.  These chips are used in a variety of ways, depending on what variation of the game you want to play.  The game has, as referenced in the title, 100 games variations.

The basic way the game is played is by flicking the chips and attempting to get them in the goal holes on your opponents side.  In front of the goal holes are raised blocks that increase the difficulty of making a score.

Players alternate shots and depending on where the successful shot is made from determines the point that is scored.

",http://cf.geekdo-images.com/oRflK3f6T0hadxTZGbf_oZ5QKwQ=/fit-in/200x150/pic65534.jpg
