id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
1624,Quest of the Magic Ring,1975,4.925,24,1.7143,2,7,60,60,,Adventure Fantasy Fighting Novel-based ,Pick-up and DeliverRoll / Spin and MoveVariable Player Powers,"This is a simple board game based on JRR Tolkien's epic three-part book: The Lord of the Rings.  Players take on the roles of the major characters from the book (Frodo, Gandalf, Sauron, etc.).  The large paper board is a representation of Middle Earth with various paths on it.  Players move along the paths using standard die rolls, conducting combat when opposing pieces cross each other.  Spaces on the board (Bree, Entdowns, etc.) are havens or hazards for different players.  The Fellowship players win if they get the Ring to the Crack of Fire, or destroy the Dark Tower (Sauron's fortress) through combat.  Sauron wins if he brings the ring or Ringbearer to the Dark Tower.  Saruman wins if he brings the Ringbearer to the White Tower.

",http://cf.geekdo-images.com/bblLovtLoTjdywIrpfDwwzF8pxU=/fit-in/200x150/pic3589.jpg
1630,Galileo,2001,5.5,20,2,2,5,45,45,,Memory ,Betting/WageringTile Placement,"Bit by bit, players reveal sky tiles that show 1-3 stars or 1-3 planets. Players wager on which will predominate. When the 4 planets nearest to a telescope are revealed, wagers are resolved. Though the game steadily progresses, it's not completely static, as face-up tiles can be replaced with facedown tiles drawn from a bag. A light memory game with a nice tactical element.

",http://cf.geekdo-images.com/wEtFWDGJNXXQ7xLni-rwtLeckmI=/fit-in/200x150/pic171645.jpg
1638,Archimedes,1981,4.87241,29,2.1667,2,4,30,30,Abstract,Abstract Strategy ,,"A completely different game from the Archimedes published in 1995 by egSpiele. The game is played on an 8x8 board, with each player controlling one King pawn. On your turn, you must move your King (as a normal chess king) and then place a pyramid on the board. Once your King has become completely surrounded by pyramids and cannot move, you are out of the game, unless there are two pyramids of the same color (there are eight pyramids in five different colors) leading out in a straight line from your King, in which case you can move the one closest to your King to anywhere else on the board, and then move your King into the empty space.

Oddly, the box this game came in is completely devoid of any extraneous info (including game designer and year of publication), and even the manufacturer's initials are in tiny print with a  symbol, crammed down in the corner of the cover. Even the rules for the game are printed on the back of the box (in English  German) as opposed to being included on a separate sheet inside.

",http://cf.geekdo-images.com/qvCFIvgahfOR6qqGJavyqzBstRc=/fit-in/200x150/pic723714.jpg
1639,Archie Bunker's Card Game,1972,5.22222,18,2,2,4,30,30,,Card Game Movies / TV / Radio theme ,Trick-taking,"This is a simple Oh Hell! variant. There are four suits -- Archie, Edith, Gloria, and Mike -- of 10 cards each, plus two special cards. Players use their Ding Bat Tally wheel to predict how many tricks they will take that hand of 7 cards. If they're right, they score 10 points. You must follow suit if possible; if not, Archie cards are trumps. The two special Ding Bat cards, which are ranked 0 and 11 in the Archie suit, allow the trick's winner to give the trick to any other player, or keep it for himself, allowing for some opportunistic hose-age of one's opponents.

From the box:
A Message from Archie: In my neighborhood, we ain't much for playing Contact Bridge or cannestoga or any other leftist games, so we play my card game. Even Edith plays it, so ya know it's gotta be real simple to learn. Meathead plays it too, but he's got trouble counting so we gotta stop to coach 'im. I highly recompense this Ding Bat card game for all youse right-thinkin' Americans.

The message comes with the following disclaimer: The above quotation from 'Archie' is printed the way he talks on the famous 'All in the Family' TV Show. It is not intended to be correct English.

",http://cf.geekdo-images.com/1fsdRQaMsAkbKfi2NBIPGXxDX0U=/fit-in/200x150/pic2602880.jpg
1643,Romeo und Julia,2000,4,3,0,2,4,45,45,,Card Game ,Trick-taking,"A lavishly produced trick taking game themed around some play that no one has ever heard of. The three suits are hearts, Montagues and Capulets. There are also cards for sleeping potions, poison, stabbings. Players secretly declare whether they want the lovers to wed or to kill them off. (The lone Shakespeare card is in fact a bid towards killing them off...)

",http://cf.geekdo-images.com/iuM0mpzMwkQHs9qim5aZoGXZfak=/fit-in/200x150/pic87371.jpg
1646,Chopping Maul,1999,4.18182,11,0,2,6,120,120,,Expansion for Base-game Fighting Horror ,Modular Board,"Expansion for Maul of America.  Adds four new maps, 27 new cards, and rules for fountains and elevators.

Expands:

    Maul of America




",http://cf.geekdo-images.com/sm6DuWe46XC4HizS6NBDr1Hh0nc=/fit-in/200x150/pic45377.jpg
1652,Escape from the Casbah,1975,5.83333,9,0,2,6,90,90,,Arabian Spies/Secret Agents ,Pick-up and DeliverRoll / Spin and MoveVariable Player Powers,"The game of Intrigue and Pursuit
Agents from every corner of the globe compete for possession of the priceless jewels that lie within the Casbah.

Imagine a black-and-white film noir  la Casablanca.  That's the atmosphere.  The Casbah is a maze of tortuous passages including narrow one-ways and barred gates.  The police patrols it, but that won't stop us international spies/thieves, will it?  You wander the Casbah, grab the precious stones and bring them back out.  Running will get you there faster --but it tips off the police!
Each player has one rule he may disregard.  All players may move the police tokens.

A decent game that suffers from crude components.

",http://cf.geekdo-images.com/NQovZSskNl0X_XNO7NoguzYJ4zw=/fit-in/200x150/pic4549.jpg
1655,Drinkers Wild,1981,2.66667,12,1,2,4,90,90,,Humor ,,"100% Proof Spoof for Liver-Rated Adults
Originally published by Gamma Two in 1978.
Looks like it uses the same mechanics as Smokers Wild, which is actually a very fun game.

Similar to:

    Smokers Wild
    Lovers Wild




",http://cf.geekdo-images.com/YfCfBdCIRwu4YYDp22R2xnZoxR0=/fit-in/200x150/pic149495.jpg
1658,Police State,1976,4.4,5,1,2,8,120,120,,,,"A game of strategy, survival, power and wealth

This is a sort of communist Monopoly.  The players go around the board, but which leg of the board they're allowed on depends on how far they've risen in the hierarchy yet.  The most visible status symbol is your apartment size --and the competition for the one and only full-size Dacha can be ferocious.  There are a number of other status perks, such as use of the State Car.  All in all, a very amusing game that actually does capture a fair amount of the flavour of life in the communist USSR before its fall.

The game was invented by Harley Sachs in 1969 under the name POLICE STATE, and sold in England and the USA, even as far as Ireland and South America.  It was copyrighted, patented, and published by the IDEA DEVELOPMENT COMPANY (IDEVCO), licensed by Gameophiles and later by the L.A. Producers' Partnership under the name COMRADES.

",http://cf.geekdo-images.com/GpFDSBnn1E4QSqiOMsxpmt2umzg=/fit-in/200x150/pic32260.jpg
1659,Beat Detroit,1972,4.53571,14,1.3333,2,6,90,90,,Transportation ,,"Players roll the dice and move around the board hoping to drive their car 50,000 miles (five times around the track) while paying for service, insurance, theft and other problems that plague car owners. The first player to make it to the end without running out of money is the winner.

",http://cf.geekdo-images.com/FnQeqAKZHB0bbzVktXdPwCHS4fM=/fit-in/200x150/pic4406.jpg
1661,Balance of Power,1979,5.36,25,1,2,2,30,30,Abstract,Abstract Strategy Dice Political Puzzle ,Dice Rolling,"'A Struggle for Power Game: Shift the Balance in Your Favour' (the theme is the Cold War).
It consists of strategic balancing of chips on a board made up of multiple teeters (see picture).

",http://cf.geekdo-images.com/BbjdTeUMIm5NOCDaHtMeI7J-z2M=/fit-in/200x150/pic4434.jpg
1664,Heisse Öfen,1999,4.57143,14,1,2,4,10,10,Children's,Children's Game Racing ,Dice RollingModular BoardPress Your Luck,"A motorcycle racing game for young children with beautiful wooden pieces. Players press their luck by rolling color dice and advancing around the track - but woe to the motorcyclist who rolls the same color on both dice! The first player to complete 5 laps wins the race.

Ages 4 and up.

",http://cf.geekdo-images.com/s2qDK5XyHTf1cuGe902S1Ewd70c=/fit-in/200x150/pic862576.jpg
1667,Battle Hymn: Leatherneck,1988,7.69556,135,3.2381,1,1,240,240,Wargames,Expansion for Base-game Wargame World War II ,Hex-and-Counter,"The rules, missions, playing pieces, and mapsheets provided in Leatherneck are fully compatible with those components in your Battle Hymn game. This complete four-mission module is designed to test your squad to its utmost. Using the most exciting solitaire system ever devised, it is up to you to lead your men through steaming jungle and across shell-torn beaches - and lead them home again. The stakes are high, the missions dangerous, and the enemy cunning, but your squad has not survived the rigors of Battle Hymn for nothing!

Contents:
60 new Character/Vehicle Cards
11 new Mission Cartridges
108 new Counters
1 8 1/2 x 22 Map (E)
1 7 1/2 x 22 Map (D)
1 new Paragraph/Mission Booklet

",http://cf.geekdo-images.com/0fJwmsbtWWyFWCNxhvUuECCdv1I=/fit-in/200x150/pic733925.jpg
1670,Modern Naval Battles II: The Campaign Game,1990,6.73741,139,2.25,2,6,90,90,Wargames,Card Game Expansion for Base-game Modern Warfare Nautical Wargame ,Action Point Allowance System,"Modern Naval Battles II is an expansion set for Modern Naval Battles card game. It is for two to six players, based on present day sea power. The game is played in rounds, with players taking turns to maneuver the ships in their fleets, attack opponent's ships, and defend their own fleet against enemy attack. A player's fleet is composed of randomly selected ships (Frigates, Destroyers, Battleships, Carriers, etc.) and boats (submarines), with varied attack/defense capabilities. At the end of each round, players receive points for each enemy vessel they have sunk. The game can end when a player achieves a specific point total, or when all opposing fleets are sunk.
The game is of medium complexity. There are one additional expansion set, Modern Naval Battles III, available. The one major issue with the game is the lack of weapon cards (torpedoes) available for the submarines. This expansion set focuses on campaign play and adds new ships and action cards.

Expands:

    Modern Naval Battles




Other Expansions:

    Modern Naval Battles III




",http://cf.geekdo-images.com/10btI-J7mI5KH90V2ILHTVJfK0M=/fit-in/200x150/pic498340.jpg
1671,Modern Naval Battles III,1990,6.79339,121,2.1429,2,6,120,120,Wargames,Card Game Expansion for Base-game Modern Warfare Nautical Wargame ,Action Point Allowance System,"Modern Naval Battles III is an expansion set for Modern Naval Battles card game. It is for two to six players, based on present day sea power. The game is played in rounds, with players taking turns to maneuver the ships in their fleets, attack opponent's ships, and defend their own fleet against enemy attack. A player's fleet is composed of randomly selected ships (Frigates, Destroyers, Battleships, Carriers, etc.) and boats (submarines), with varied attack/defense capabilities. At the end of each round, players receive points for each enemy vessel they have sunk. The game can end when a player achieves a specific point total, or when all opposing fleets are sunk.
The game is of medium complexity. The one major issue with the game is the lack of weapon cards (torpedoes) available for the submarines. This expansion set focuses on additional Action Cards, ship cards, and an Air Module. The Air Module adds squadrons of aircraft to the game.

Expands:

    Modern Naval Battles




Other Expansions:

    Modern Naval Battles II: The Campaign Game




",http://cf.geekdo-images.com/5pvdX1jXFBsGw36M5feJ3NorwE0=/fit-in/200x150/pic498339.jpg
1675,Illuminati: Brainwash,2001,5.7375,184,2.7143,2,8,180,180,,Card Game Expansion for Base-game Negotiation Political ,Variable Player Powers,"This is the re-released third expansion of the popular Illuminati:  Deluxe Edition card game.  This game set contains 108 play counters, one sheet of money counters, one 14 x 18 game mat and the rules set.  This expansion allows players to brainwash the existing groups by changing their alignment (e.g. from Liberal to No-Liberal to Conservative).  Special propaganda rules allow the player to change the base World sociological climate.  Own more Media types to force propaganda to go your way.  Other additions such as rules for building up power, resistance and income of a group and new illuminati groups suited for this expansion are included.

Expands:

    Illuminati:  Deluxe Edition




",http://cf.geekdo-images.com/ALeVp9PUdSQeFHzH08_yjT-O5tU=/fit-in/200x150/pic72876.jpg
1676,Blood Bowl: DeathZone,1994,7.55133,661,2.8333,2,2,120,120,Thematic,Expansion for Base-game Fantasy Fighting Miniatures Sports ,Dice RollingVariable Player Powers,"DeathZone is part of Games Workshop's Blood Bowl Series of games and is the second expansion to Blood Bowl (Third Edition).  The set contains rules for new Blood Bowl coaching staffs, star players, teams, leagues and tournaments.  DeathZone contains:


     Death Zone Playbook
     Roster Pad
     1 League Reference Sheet
     44 Dirty trick cards
     45 Random Event cards
     27 Magic Items
     4 Trophies
     2 Leader Re - roll Counters
     1 lightning bolt
     1 Fireball template
     2 Zap! Counters
     18 star player cards:
         Nakflem Scuttlespike (Skaven Mutant)
         Headsplitter (Rat Ogre Blocker)
         Zzharg Madeye (Chaos Dwarf)
         Hthark the Unstoppable (Chaos Dwarf Bull Centaur)
         The Deathroller (Dwarf War Engine)
         Grim Ironjaw (Dwarf Dragon Slayer)
         Lord Borak the Despoiler (Chaos Champion)
         Count Luthor Von Drakenborg (Vampire)
         Varag Ghoul - Chewer (Orc Blitzer)
         Mighty Zug (Human Blocker)
         Horkon Heartripper (Dark Elf Assassin)
         Prince Moranion (High Elf Dragon Prince)
         Jordell Freshbreeze (Wood Elf Wardancer)
         Bommer Dribblesnot (Goblin Bombardier)
         Fungus the Loon (Goblin)
         Grashnak Blackhoof (Minotaur Blocker)
         Deeproot Strongbranch (Treeman Blocker)
         Ripper Bolgrot (Troll Blocker)
    


Special play cards and five New Secret Weapons to add more carnage to this fast-paced game.  Special trophies  stands and league roster pad/reference sheets are included.

Expands:

    Blood Bowl (Third Edition)




",http://cf.geekdo-images.com/vfC9egYtqhL-yKj-oMFhlPqWvZo=/fit-in/200x150/pic1427840.jpg
1683,Hot Property!,1985,5.11111,9,2,2,6,90,90,,Movies / TV / Radio theme ,Action Point Allowance System,"Welcome to the glamor and glitter of movies!  You are a producer; cast the stars, sign the directors...A hit could make millions!  A dog could lose a fortune!  It takes strategy, skill and nerves to stay on top of the movie business.

This game is cutely packaged in a round movie reel box.

",http://cf.geekdo-images.com/Y7mvphuxgk3HhthegLTyFzLTPzU=/fit-in/200x150/pic4566.jpg
1685,Kremlin: Revolution,1989,6.81469,177,2.1538,3,6,90,90,,Expansion for Base-game ,,"Expansion kit for Kremlin (q.v.).  Historical variant/expansion set for Kremlin that adds 26 real Party notables (e.g. Joseph Stalin, Felix Dzerzhinsky, V.I. Lenin, etc.) and 33 new Intrigue cards depicting events from the earliest days of the Soviet Union. In addition to this historical variant, players can simply incorporate all but 2 Revolution Intrigue cards--Lenin's Testament  Great Patriotic War--into the standard Kremlin contemporary game.

Expands:

    Kremlin




",http://cf.geekdo-images.com/DN3jGcakWXlkHcJ2zaldczWBrZ8=/fit-in/200x150/pic6492.jpg
1689,War of the Networks,1979,6.25,18,1,2,4,90,90,,Economic Movies / TV / Radio theme ,Auction/BiddingSecret Unit DeploymentSimultaneous Action SelectionTile Placement,"Game of television network battles for ratings. Each player plays one of four semi-fictional TV networks (ABZ, NBZ, ZBS, IND), and the goal is to have the most money when the game ends (which is either when only one network is left on the air, or when certain tiles run out).

Players move pawns around a standard square-track board, with spaces that trigger various events: drawing an event card, auctioning off a new TV show or star or academy award movie, or triggering a ratings war. During a ratings war, players lay out the tiles representing their prime-time lineup of shows and movies, along with bonuses for stars and reviews. Shows with the lowest ratings in their timeslot are cancelled, and when a network has no shows left, it goes off the air and that player is out of the game.

The game was later republished by Avalon Hill as TV Wars (q.v.).

",http://cf.geekdo-images.com/jHOPv9R-5nEIPbKC1TzswFrWJ8I=/fit-in/200x150/pic4696.jpg
1704,Attacke,1977,0,0,0,2,4,45,45,Wargames,Bluffing Wargame ,,"A game of strategy with bluff and tactics for 2-4 players whose object is to eliminate all other players.

At first glance, this is a Risk knock-off. A closer look reveals a different game.

For starters, each of the 42 lands can only be occupied by a single token, which act more as visual aids than as armies per se. Combat is card--driven, each player playing from a hand of five cards. There are Artillery, Cavalry and Infantry cards, of various values; you're allowed to play up to one of each kind when attacking or defending. Joker cards can substitute for any given type. You can play your entire hand of five cards if you wish, but you only draw two per turn, so this could leave you exposed.

Treason cards allow you to take over a non-contiguous land; Desertion cards allow you to get army cards from another player. The Revolution cards are very powerful as they will take over an entire continent! Luckily, there are Counter-Revolution cards in the deck as defense.

A refreshing change from Risk, and certainly playable in a lot less time.

",http://cf.geekdo-images.com/4cSoDuNwQtu4OrjXUvBvOE5VCSc=/fit-in/200x150/pic5004.jpg
1728,"Mouse, Mouse!  Get Outta My House",1994,5.625,4,0,2,4,30,30,Children's,Action / Dexterity Children's Game Real-time ,,"Be the first player to get all the mice out of your house!

Each player has some mice in his house, and tries to flip them through the windows to the other players' houses.  A simple frantic action children's game.

",http://cf.geekdo-images.com/OHfptikCCUVJ7vNozegPkPF4Kfc=/fit-in/200x150/pic16786.jpg
1732,Bei Nacht und Nebel,1990,4.13889,18,1,2,4,45,45,,Exploration Memory ,,"The players have to turn three times around the lake, but they ignore which compartments conceal traps. If the compartment is white, the player spends a turn, if it is red, he spends two. Otherwise, the player can move as far that he wishes.
Obviously, it is necessary to remember the compartments of the board not to go back on the red compartments which were found by a player.
A game of memorization, renewed in every game. If the players become used with the discs, one can change their places.

",http://cf.geekdo-images.com/9trtoTOStnn_H-O17M0cBmV4kBA=/fit-in/200x150/pic322222.jpg
1733,Iago,1972,6.53571,14,2,2,2,30,30,,Word Game ,,"The perfidious game of confrontation in which two players steal words and time from each other.

The Game In Brief:
The letter-tiles are blue on one side and red on the other. One player enters words with the blue side up, the other with the red side up. At each move the object is to take the lead and end up with at least one more tile on the board then ones opponent. But words entered on the board are by no means permanent-they may be stolen-which is indeed the main point of the game. Whenever a player is able to change both the form and the meaning of an opponents word, by substituting one or more letters in the word and/or by adding letters to either end, that player may steal it by turning over all its letters, so a previously blue word becomes a red one, or vice-versa.

The game ends when a player is unable to take the lead on his turn and over-steps the time-limit.

Revised version:

     Vice Versa (the games appear to be extremely similar but not identical)




",http://cf.geekdo-images.com/18RJwj4-WtrPLb7H92ghTh1JhbI=/fit-in/200x150/pic1184648.jpg
1734,Epicus,2001,6.75,12,2.5,2,4,180,180,Wargames,Fantasy Medieval Miniatures Negotiation Wargame ,Co-operative Play,"EPICUS is a fantasy /strategy/ collectible table top board game.

Who needs computer games when you can have hours of fun coercing your friends to  help kill the others, and then meet up with him later to settle. Alliances are to be made and broken.

Will the wizard favor you on your next role? Will he be indifferent? Or, worse yet, will he look unfavorably upon you?
Only the wizard knows.........
Utilize the wizards spells, get your own powers, surround troops, battle in the field, throw arrows, transport troops, .... attack!!!!!!
This is a table top, real leather game board with a unique grid pattern silkscreened on the suede side. Custom icon pieces are 100% lead-free pewter and one of our own design, the troop pieces were made for ease in handling.

This game definitely brings out your personality. Try and strategize, you will find the game changes every round of play. The outcome is never the same.

",http://cf.geekdo-images.com/W69V1o0Ncpvn9x_LIj5dpDabr4g=/fit-in/200x150/pic71992.jpg
1736,Talisman: The Adventure,1986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1737,Talisman Expansion Set,1986,6.94676,902,2.1356,2,6,120,120,Thematic,Adventure Expansion for Base-game Exploration Fantasy Fighting ,Dice RollingRole PlayingRoll / Spin and MoveVariable Player Powers,"The first expansion set for Talisman, it adds 14 new characters, 6 new spells, and 36 new Adventure cards.

Part of the Talisman series of games and expansions published by Games Workshop Ltd..

Expands:

    Talisman




",http://cf.geekdo-images.com/_elb29AHd3wtIN4T2uP1Uu8kbFQ=/fit-in/200x150/pic11290.jpg
1739,Talisman Dragons,1993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1740,Talisman City,1989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1741,The Talisman Dungeon,1987,6.50053,1119,2.1111,2,6,240,240,Thematic,Adventure Expansion for Base-game Exploration Fantasy Fighting ,Dice RollingRole PlayingRoll / Spin and MoveVariable Player Powers,"The Talisman Dungeon is the third expansion set for Talisman.  Now you can brave the perils of the Dungeon in your quest for the Crown of Command; those who survive the Dungeon may find themselves closer to their goal - if they survive.  The Talisman Dungeon consists of a new board that players may move to, with its own deck of 36 Dungeon Adventure cards.  In the corridors and tunnels of the Dungeon players may meet such horrors as the Hell Hound or Bronze Dragon, or find such ancient artifacts as the Crystal of Power - anything could happen!  Also included are 14 new characters for players to use, each with their own abilities and characteristics.

Part of the Talisman series of games and expansions published by Games Workshop Ltd..

Expands:

    Talisman




",http://cf.geekdo-images.com/jqiOH_fI_q_l_-O_GAcPhYRIu28=/fit-in/200x150/pic4730.jpg
1743,Talisman Timescape,1988,5.84083,847,2.1343,2,6,240,240,Thematic,Adventure Expansion for Base-game Exploration Fantasy Fighting ,Dice RollingRole PlayingRoll / Spin and MoveVariable Player Powers,"Talisman Timescape is the fourth expansion set for Talisman. Those who seek the Crown of Command face a new set of perils.  Flung through space and time, they may find themselves in alien realms, faced with foes and dangers beyond their imaginings.

This fourth expansion set for the world's most popular fantasy boardgame takes you to new worlds, with an add-on board depicting the fantastic worlds of the Timescape, 42 Timescape cards, 12 Timescape Purchase cards, and eight new characters who start from the Timescape itself.

Part of the Talisman series of games and expansions published by Games Workshop Ltd..

Expands:

    Talisman




",http://cf.geekdo-images.com/IqnzHmM62Uj7DSqC4mtMr_60Wgc=/fit-in/200x150/pic295007.jpg
1745,Heroes for Dungeonquest,1987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1746,Dungeonquest: Catacombs,1988,6.56166,433,2.3333,1,4,90,90,Thematic,Adventure Expansion for Base-game Exploration Fantasy Fighting Maze ,Modular BoardRock-Paper-ScissorsTile PlacementVariable Player Powers,"Dungeonquest Catacombs adds a new level of excitement to Games Workshop's award winning Dungeonquest game. This expansion set includes full rules and components for venturing into the dread Catacombs, as well as new traps, monsters, treasures and room tiles for you to encounter in the normal dungeon.

Originally published as part of Drakborgen II by Brio AB along with some additional elements that were adapted into Heroes for Dungeonquest.

",http://cf.geekdo-images.com/IlLwF_fvevXwwZhHk1xV4HQrliU=/fit-in/200x150/pic276631.jpg
